,Show,EpId,ClipId,filename,Interjection,um_label_1
3413,HeStutters,22,151,HeStutters_22_151.wav,2,1
3414,HeStutters,22,152,HeStutters_22_152.wav,2,
3419,HeStutters,22,157,HeStutters_22_157.wav,2,
3420,HeStutters,22,158,HeStutters_22_158.wav,3,1
3421,HeStutters,22,159,HeStutters_22_159.wav,1,
3422,HeStutters,22,160,HeStutters_22_160.wav,2,1
3426,HeStutters,22,164,HeStutters_22_164.wav,2,1
3429,HeStutters,22,167,HeStutters_22_167.wav,3,1
3430,HeStutters,22,168,HeStutters_22_168.wav,1,
3434,HeStutters,22,172,HeStutters_22_172.wav,3,1
3435,HeStutters,22,173,HeStutters_22_173.wav,1,
3438,HeStutters,22,176,HeStutters_22_176.wav,2,1
3439,HeStutters,22,177,HeStutters_22_177.wav,2,1
3440,HeStutters,22,178,HeStutters_22_178.wav,2,1
3441,HeStutters,22,179,HeStutters_22_179.wav,2,1
3443,HeStutters,22,181,HeStutters_22_181.wav,1,
3444,HeStutters,22,182,HeStutters_22_182.wav,2,1
3447,HeStutters,22,185,HeStutters_22_185.wav,1,
3448,HeStutters,22,186,HeStutters_22_186.wav,1,
3449,HeStutters,22,187,HeStutters_22_187.wav,2,1
3451,HeStutters,22,189,HeStutters_22_189.wav,3,1
3452,HeStutters,22,190,HeStutters_22_190.wav,1,
3454,HeStutters,22,192,HeStutters_22_192.wav,1,
3460,HeStutters,22,198,HeStutters_22_198.wav,3,1
3461,HeStutters,22,199,HeStutters_22_199.wav,2,
3463,HeStutters,22,201,HeStutters_22_201.wav,3,1
3466,HeStutters,22,204,HeStutters_22_204.wav,2,
3467,HeStutters,22,205,HeStutters_22_205.wav,3,1
3470,HeStutters,23,1,HeStutters_23_1.wav,1,1
3472,HeStutters,23,3,HeStutters_23_3.wav,2,1
3474,HeStutters,23,5,HeStutters_23_5.wav,2,1
3475,HeStutters,23,6,HeStutters_23_6.wav,1,1
3476,HeStutters,23,7,HeStutters_23_7.wav,3,
3484,HeStutters,23,15,HeStutters_23_15.wav,3,
3486,HeStutters,23,17,HeStutters_23_17.wav,2,1
3487,HeStutters,23,18,HeStutters_23_18.wav,1,
3488,HeStutters,23,19,HeStutters_23_19.wav,2,1
3489,HeStutters,23,20,HeStutters_23_20.wav,1,
3490,HeStutters,23,21,HeStutters_23_21.wav,3,1
3491,HeStutters,23,22,HeStutters_23_22.wav,2,
3492,HeStutters,23,23,HeStutters_23_23.wav,3,
3494,HeStutters,23,25,HeStutters_23_25.wav,1,
3500,HeStutters,23,31,HeStutters_23_31.wav,3,1
3501,HeStutters,23,32,HeStutters_23_32.wav,3,1
3502,HeStutters,23,33,HeStutters_23_33.wav,2,1
3504,HeStutters,23,35,HeStutters_23_35.wav,2,
3506,HeStutters,23,37,HeStutters_23_37.wav,1,
3510,HeStutters,23,41,HeStutters_23_41.wav,1,1
3513,HeStutters,23,44,HeStutters_23_44.wav,1,
3515,HeStutters,23,46,HeStutters_23_46.wav,1,
3517,HeStutters,23,48,HeStutters_23_48.wav,2,1
3520,HeStutters,23,51,HeStutters_23_51.wav,2,1
3522,HeStutters,23,53,HeStutters_23_53.wav,1,
3523,HeStutters,23,54,HeStutters_23_54.wav,1,
3530,HeStutters,23,61,HeStutters_23_61.wav,3,1
3532,HeStutters,23,63,HeStutters_23_63.wav,3,1
3537,HeStutters,23,68,HeStutters_23_68.wav,2,1
3542,HeStutters,23,73,HeStutters_23_73.wav,2,1
3548,HeStutters,23,79,HeStutters_23_79.wav,2,
3550,HeStutters,23,81,HeStutters_23_81.wav,2,1
3552,HeStutters,23,83,HeStutters_23_83.wav,1,
3554,HeStutters,23,85,HeStutters_23_85.wav,3,1
3561,HeStutters,23,92,HeStutters_23_92.wav,3,1
3563,HeStutters,23,94,HeStutters_23_94.wav,1,
3564,HeStutters,23,95,HeStutters_23_95.wav,2,1
3566,HeStutters,23,97,HeStutters_23_97.wav,2,1
3567,HeStutters,23,98,HeStutters_23_98.wav,3,1
3568,HeStutters,23,99,HeStutters_23_99.wav,3,1
3569,HeStutters,23,100,HeStutters_23_100.wav,3,1
3570,HeStutters,23,101,HeStutters_23_101.wav,2,1
3579,HeStutters,23,110,HeStutters_23_110.wav,1,1
3580,HeStutters,23,111,HeStutters_23_111.wav,3,1
3581,HeStutters,23,112,HeStutters_23_112.wav,1,1
3584,HeStutters,23,115,HeStutters_23_115.wav,1,
3587,HeStutters,23,118,HeStutters_23_118.wav,1,
3589,HeStutters,23,120,HeStutters_23_120.wav,3,1
3592,HeStutters,23,123,HeStutters_23_123.wav,1,
3594,HeStutters,23,125,HeStutters_23_125.wav,3,1
3600,HeStutters,23,131,HeStutters_23_131.wav,3,1
3603,HeStutters,23,134,HeStutters_23_134.wav,3,1
3604,HeStutters,23,135,HeStutters_23_135.wav,2,
3605,HeStutters,23,136,HeStutters_23_136.wav,3,1
3608,HeStutters,23,139,HeStutters_23_139.wav,3,1
3612,HeStutters,23,143,HeStutters_23_143.wav,2,
3613,HeStutters,23,144,HeStutters_23_144.wav,3,1
3618,HeStutters,23,149,HeStutters_23_149.wav,1,1
3619,HeStutters,23,150,HeStutters_23_150.wav,3,1
3620,HeStutters,23,151,HeStutters_23_151.wav,3,1
3621,HeStutters,23,152,HeStutters_23_152.wav,3,1
3622,HeStutters,23,153,HeStutters_23_153.wav,3,1
3623,HeStutters,23,154,HeStutters_23_154.wav,3,1
3625,HeStutters,23,156,HeStutters_23_156.wav,3,
3626,HeStutters,23,157,HeStutters_23_157.wav,3,1
3627,HeStutters,23,158,HeStutters_23_158.wav,1,
3628,HeStutters,23,159,HeStutters_23_159.wav,2,1
3629,HeStutters,23,160,HeStutters_23_160.wav,2,1
3631,HeStutters,23,162,HeStutters_23_162.wav,1,
3632,HeStutters,23,163,HeStutters_23_163.wav,3,1
3633,HeStutters,23,164,HeStutters_23_164.wav,2,1
3635,HeStutters,23,166,HeStutters_23_166.wav,3,1
3638,HeStutters,23,169,HeStutters_23_169.wav,1,1
3639,HeStutters,23,170,HeStutters_23_170.wav,2,1
3641,HeStutters,23,172,HeStutters_23_172.wav,3,1
3642,HeStutters,23,173,HeStutters_23_173.wav,2,
3645,HeStutters,23,176,HeStutters_23_176.wav,1,
3646,HeStutters,23,177,HeStutters_23_177.wav,2,1
3647,HeStutters,23,178,HeStutters_23_178.wav,3,1
3649,HeStutters,23,180,HeStutters_23_180.wav,1,
3650,HeStutters,23,181,HeStutters_23_181.wav,1,
3657,HeStutters,23,188,HeStutters_23_188.wav,3,1
3660,HeStutters,23,191,HeStutters_23_191.wav,3,1
3662,HeStutters,23,193,HeStutters_23_193.wav,2,1
3663,HeStutters,23,194,HeStutters_23_194.wav,3,1
3665,HeStutters,23,196,HeStutters_23_196.wav,1,
3666,HeStutters,23,197,HeStutters_23_197.wav,2,1
3668,HeStutters,23,199,HeStutters_23_199.wav,3,1
3669,HeStutters,23,200,HeStutters_23_200.wav,2,1
3670,HeStutters,23,201,HeStutters_23_201.wav,3,1
3674,HeStutters,23,205,HeStutters_23_205.wav,1,
3675,HeStutters,23,206,HeStutters_23_206.wav,1,
3678,HeStutters,23,209,HeStutters_23_209.wav,3,1
3680,HeStutters,23,211,HeStutters_23_211.wav,1,
3681,HeStutters,23,212,HeStutters_23_212.wav,1,
3682,HeStutters,23,213,HeStutters_23_213.wav,3,1
3683,HeStutters,23,214,HeStutters_23_214.wav,3,1
3685,HVSA,0,1,HVSA_0_1.wav,3,1
3686,HVSA,0,2,HVSA_0_2.wav,2,
3687,HVSA,0,3,HVSA_0_3.wav,2,1
3688,HVSA,0,4,HVSA_0_4.wav,2,1
3690,HVSA,0,6,HVSA_0_6.wav,2,
3691,HVSA,0,7,HVSA_0_7.wav,3,1
3692,HVSA,0,8,HVSA_0_8.wav,3,1
3693,HVSA,0,9,HVSA_0_9.wav,3,1
3696,HVSA,0,12,HVSA_0_12.wav,3,1
3697,HVSA,0,13,HVSA_0_13.wav,2,1
3698,HVSA,0,14,HVSA_0_14.wav,1,
3701,HVSA,0,17,HVSA_0_17.wav,3,1
3704,HVSA,0,20,HVSA_0_20.wav,3,1
3705,HVSA,0,21,HVSA_0_21.wav,3,1
3715,HVSA,0,31,HVSA_0_31.wav,1,
3716,HVSA,0,32,HVSA_0_32.wav,1,
3718,HVSA,0,34,HVSA_0_34.wav,2,1
3719,HVSA,0,35,HVSA_0_35.wav,1,
3720,HVSA,0,36,HVSA_0_36.wav,1,
3721,HVSA,0,37,HVSA_0_37.wav,1,
3722,HVSA,0,38,HVSA_0_38.wav,1,
3724,HVSA,0,40,HVSA_0_40.wav,1,1
3726,HVSA,0,42,HVSA_0_42.wav,1,1
3730,HVSA,0,46,HVSA_0_46.wav,1,
3731,HVSA,0,47,HVSA_0_47.wav,1,
3738,HVSA,0,54,HVSA_0_54.wav,1,
3739,HVSA,0,55,HVSA_0_55.wav,2,1
3740,HVSA,0,56,HVSA_0_56.wav,3,1
3741,HVSA,0,57,HVSA_0_57.wav,3,1
3744,HVSA,0,60,HVSA_0_60.wav,3,1
3745,HVSA,0,61,HVSA_0_61.wav,3,1
3746,HVSA,0,62,HVSA_0_62.wav,3,1
3747,HVSA,0,63,HVSA_0_63.wav,1,
3749,HVSA,0,65,HVSA_0_65.wav,2,
3750,HVSA,0,66,HVSA_0_66.wav,2,1
3751,HVSA,0,67,HVSA_0_67.wav,3,1
3752,HVSA,0,68,HVSA_0_68.wav,3,1
3754,HVSA,0,70,HVSA_0_70.wav,3,1
3756,HVSA,0,72,HVSA_0_72.wav,3,1
3759,HVSA,0,75,HVSA_0_75.wav,3,1
3760,HVSA,0,76,HVSA_0_76.wav,3,1
3761,HVSA,0,77,HVSA_0_77.wav,2,1
3766,HVSA,0,82,HVSA_0_82.wav,1,
3771,HVSA,0,87,HVSA_0_87.wav,3,1
3772,HVSA,0,88,HVSA_0_88.wav,1,
3775,HVSA,0,91,HVSA_0_91.wav,1,
3780,HVSA,0,96,HVSA_0_96.wav,1,
3783,HVSA,0,99,HVSA_0_99.wav,3,1
3784,HVSA,0,100,HVSA_0_100.wav,2,1
3786,HVSA,0,102,HVSA_0_102.wav,3,1
3787,HVSA,0,103,HVSA_0_103.wav,3,1
3788,HVSA,0,104,HVSA_0_104.wav,3,1
3790,HVSA,0,106,HVSA_0_106.wav,3,1
3791,HVSA,0,107,HVSA_0_107.wav,3,1
3794,HVSA,0,110,HVSA_0_110.wav,3,1
3796,HVSA,0,112,HVSA_0_112.wav,3,1
3797,HVSA,0,113,HVSA_0_113.wav,2,1
3799,HVSA,0,115,HVSA_0_115.wav,3,1
3800,HVSA,0,116,HVSA_0_116.wav,3,1
3802,HVSA,0,118,HVSA_0_118.wav,3,1
3803,HVSA,0,119,HVSA_0_119.wav,2,
3807,HVSA,0,123,HVSA_0_123.wav,1,
3810,HVSA,0,126,HVSA_0_126.wav,3,1
3812,HVSA,0,128,HVSA_0_128.wav,2,1
3813,HVSA,0,129,HVSA_0_129.wav,3,1
3818,HVSA,0,134,HVSA_0_134.wav,3,1
3820,HVSA,0,136,HVSA_0_136.wav,3,1
3821,HVSA,1,0,HVSA_1_0.wav,2,1
3822,HVSA,1,1,HVSA_1_1.wav,3,1
3825,HVSA,1,4,HVSA_1_4.wav,2,1
3826,HVSA,1,5,HVSA_1_5.wav,3,1
3827,HVSA,1,6,HVSA_1_6.wav,3,1
3828,HVSA,1,7,HVSA_1_7.wav,3,1
3832,HVSA,1,11,HVSA_1_11.wav,3,1
3833,HVSA,1,12,HVSA_1_12.wav,3,1
3835,HVSA,1,14,HVSA_1_14.wav,3,1
3837,HVSA,1,16,HVSA_1_16.wav,1,
3840,HVSA,1,19,HVSA_1_19.wav,1,1
3844,HVSA,1,23,HVSA_1_23.wav,1,
3847,HVSA,1,26,HVSA_1_26.wav,2,1
3859,HVSA,1,38,HVSA_1_38.wav,3,1
3860,HVSA,1,39,HVSA_1_39.wav,3,1
3862,HVSA,1,41,HVSA_1_41.wav,3,1
3865,HVSA,1,44,HVSA_1_44.wav,3,1
3866,HVSA,1,45,HVSA_1_45.wav,3,1
3867,HVSA,1,46,HVSA_1_46.wav,3,1
3869,HVSA,1,48,HVSA_1_48.wav,1,1
3872,HVSA,1,51,HVSA_1_51.wav,1,
3873,HVSA,1,52,HVSA_1_52.wav,1,1
3876,HVSA,1,55,HVSA_1_55.wav,1,
3878,HVSA,1,57,HVSA_1_57.wav,3,1
3880,HVSA,1,59,HVSA_1_59.wav,3,1
3884,HVSA,1,63,HVSA_1_63.wav,1,
3888,HVSA,1,67,HVSA_1_67.wav,2,
3890,HVSA,1,69,HVSA_1_69.wav,2,1
3891,HVSA,1,70,HVSA_1_70.wav,3,1
3894,HVSA,1,73,HVSA_1_73.wav,3,1
3895,HVSA,1,74,HVSA_1_74.wav,2,1
3898,HVSA,1,77,HVSA_1_77.wav,3,1
3900,HVSA,1,79,HVSA_1_79.wav,3,1
3901,HVSA,1,80,HVSA_1_80.wav,1,
3902,HVSA,1,81,HVSA_1_81.wav,3,
3903,HVSA,1,82,HVSA_1_82.wav,2,
3908,HVSA,1,87,HVSA_1_87.wav,1,
3911,HVSA,1,90,HVSA_1_90.wav,2,1
3912,HVSA,1,91,HVSA_1_91.wav,3,1
3915,HVSA,1,94,HVSA_1_94.wav,3,1
3917,HVSA,1,96,HVSA_1_96.wav,3,1
3919,HVSA,1,98,HVSA_1_98.wav,2,1
3921,HVSA,1,100,HVSA_1_100.wav,2,1
3923,HVSA,1,102,HVSA_1_102.wav,2,1
3927,HVSA,1,106,HVSA_1_106.wav,2,1
3928,HVSA,1,107,HVSA_1_107.wav,2,1
3930,HVSA,1,109,HVSA_1_109.wav,3,1
3931,HVSA,1,110,HVSA_1_110.wav,3,1
3934,HVSA,1,113,HVSA_1_113.wav,3,1
3936,HVSA,1,115,HVSA_1_115.wav,2,1
3937,HVSA,1,116,HVSA_1_116.wav,2,
3941,HVSA,1,120,HVSA_1_120.wav,2,
3942,HVSA,1,121,HVSA_1_121.wav,2,1
3944,HVSA,1,123,HVSA_1_123.wav,2,1
3945,HVSA,1,124,HVSA_1_124.wav,2,
3946,HVSA,1,125,HVSA_1_125.wav,2,
3949,HVSA,1,128,HVSA_1_128.wav,1,1
3950,HVSA,1,129,HVSA_1_129.wav,2,
3951,HVSA,1,130,HVSA_1_130.wav,1,
3953,HVSA,1,132,HVSA_1_132.wav,2,
3954,HVSA,1,133,HVSA_1_133.wav,2,
3955,HVSA,1,134,HVSA_1_134.wav,3,
3958,HVSA,1,137,HVSA_1_137.wav,3,
3962,HVSA,1,141,HVSA_1_141.wav,1,
3965,HVSA,1,144,HVSA_1_144.wav,1,
3966,HVSA,1,145,HVSA_1_145.wav,3,1
3967,HVSA,1,146,HVSA_1_146.wav,2,
3968,HVSA,1,147,HVSA_1_147.wav,3,1
3970,HVSA,1,149,HVSA_1_149.wav,2,1
3974,HVSA,1,153,HVSA_1_153.wav,2,1
3975,HVSA,1,154,HVSA_1_154.wav,2,1
3976,HVSA,1,155,HVSA_1_155.wav,1,
3977,HVSA,1,156,HVSA_1_156.wav,1,
3979,HVSA,1,158,HVSA_1_158.wav,3,1
3981,HVSA,1,160,HVSA_1_160.wav,3,1
3983,HVSA,1,162,HVSA_1_162.wav,1,
3984,HVSA,1,163,HVSA_1_163.wav,2,
3985,HVSA,1,164,HVSA_1_164.wav,3,
3987,HVSA,1,166,HVSA_1_166.wav,2,
3988,HVSA,1,167,HVSA_1_167.wav,2,
3990,HVSA,1,169,HVSA_1_169.wav,3,1
3991,HVSA,1,170,HVSA_1_170.wav,2,
3993,HVSA,1,172,HVSA_1_172.wav,2,
3994,HVSA,1,173,HVSA_1_173.wav,3,1
3995,HVSA,1,174,HVSA_1_174.wav,3,1
3998,HVSA,1,177,HVSA_1_177.wav,1,1
3999,HVSA,1,178,HVSA_1_178.wav,3,1
4000,HVSA,1,179,HVSA_1_179.wav,2,1
4001,HVSA,1,180,HVSA_1_180.wav,3,
4005,HVSA,1,184,HVSA_1_184.wav,1,1
4006,HVSA,1,185,HVSA_1_185.wav,1,1
4011,HVSA,2,2,HVSA_2_2.wav,3,1
4012,HVSA,2,3,HVSA_2_3.wav,3,1
4013,HVSA,2,4,HVSA_2_4.wav,3,1
4014,HVSA,2,5,HVSA_2_5.wav,2,1
4016,HVSA,2,7,HVSA_2_7.wav,3,1
4020,HVSA,2,11,HVSA_2_11.wav,2,1
4021,HVSA,2,12,HVSA_2_12.wav,1,
4022,HVSA,2,13,HVSA_2_13.wav,2,1
4024,HVSA,2,15,HVSA_2_15.wav,1,
4027,HVSA,2,18,HVSA_2_18.wav,1,1
4028,HVSA,2,19,HVSA_2_19.wav,2,1
4030,HVSA,2,21,HVSA_2_21.wav,3,1
4032,HVSA,2,23,HVSA_2_23.wav,1,1
4033,HVSA,2,24,HVSA_2_24.wav,1,
4034,HVSA,2,25,HVSA_2_25.wav,3,1
4040,HVSA,2,31,HVSA_2_31.wav,3,1
4044,HVSA,2,35,HVSA_2_35.wav,3,1
4045,HVSA,2,36,HVSA_2_36.wav,2,1
4046,HVSA,2,37,HVSA_2_37.wav,2,1
4047,HVSA,2,38,HVSA_2_38.wav,3,
4049,HVSA,2,40,HVSA_2_40.wav,2,
4051,HVSA,2,42,HVSA_2_42.wav,3,1
4053,HVSA,2,44,HVSA_2_44.wav,2,
4054,HVSA,2,45,HVSA_2_45.wav,3,1
4056,HVSA,2,47,HVSA_2_47.wav,2,1
4061,HVSA,2,52,HVSA_2_52.wav,2,
4062,HVSA,2,53,HVSA_2_53.wav,3,
4063,HVSA,2,54,HVSA_2_54.wav,1,
4064,HVSA,2,55,HVSA_2_55.wav,1,
4065,HVSA,2,56,HVSA_2_56.wav,3,1
4066,HVSA,2,57,HVSA_2_57.wav,3,1
4072,HVSA,2,63,HVSA_2_63.wav,3,
4073,HVSA,2,64,HVSA_2_64.wav,1,
4075,HVSA,2,66,HVSA_2_66.wav,3,1
4076,HVSA,2,67,HVSA_2_67.wav,2,
4079,HVSA,2,70,HVSA_2_70.wav,2,
4080,HVSA,2,71,HVSA_2_71.wav,3,1
4081,HVSA,2,72,HVSA_2_72.wav,1,
4082,HVSA,2,73,HVSA_2_73.wav,1,
4085,HVSA,2,76,HVSA_2_76.wav,1,1
4086,HVSA,2,77,HVSA_2_77.wav,3,1
4087,HVSA,2,78,HVSA_2_78.wav,3,1
4089,HVSA,2,80,HVSA_2_80.wav,2,1
4090,HVSA,2,81,HVSA_2_81.wav,3,1
4094,HVSA,2,85,HVSA_2_85.wav,2,1
4095,HVSA,2,86,HVSA_2_86.wav,2,1
4097,HVSA,2,88,HVSA_2_88.wav,3,1
4099,HVSA,2,90,HVSA_2_90.wav,3,1
4100,HVSA,2,91,HVSA_2_91.wav,1,
4101,HVSA,2,92,HVSA_2_92.wav,1,
4103,HVSA,2,94,HVSA_2_94.wav,3,1
4105,HVSA,2,96,HVSA_2_96.wav,2,1
4106,HVSA,2,97,HVSA_2_97.wav,3,1
4107,HVSA,2,98,HVSA_2_98.wav,3,1
4108,HVSA,2,99,HVSA_2_99.wav,1,
4111,HVSA,2,102,HVSA_2_102.wav,2,1
4115,HVSA,2,106,HVSA_2_106.wav,3,1
4116,HVSA,2,107,HVSA_2_107.wav,2,
4118,HVSA,2,109,HVSA_2_109.wav,2,
4120,HVSA,2,111,HVSA_2_111.wav,3,1
4123,HVSA,2,114,HVSA_2_114.wav,2,
4124,HVSA,2,115,HVSA_2_115.wav,1,
4129,HVSA,2,120,HVSA_2_120.wav,2,1
4130,HVSA,2,121,HVSA_2_121.wav,2,
4133,HVSA,2,124,HVSA_2_124.wav,2,
4134,HVSA,2,125,HVSA_2_125.wav,1,1
4135,HVSA,2,126,HVSA_2_126.wav,3,1
4139,HVSA,2,130,HVSA_2_130.wav,2,1
4142,HVSA,2,133,HVSA_2_133.wav,1,
4144,HVSA,2,135,HVSA_2_135.wav,3,1
4145,HVSA,2,136,HVSA_2_136.wav,1,
4146,HVSA,2,137,HVSA_2_137.wav,1,
4147,HVSA,2,138,HVSA_2_138.wav,1,
4153,HVSA,2,144,HVSA_2_144.wav,3,1
4155,HVSA,2,146,HVSA_2_146.wav,1,
4157,HVSA,2,148,HVSA_2_148.wav,3,1
4160,HVSA,2,151,HVSA_2_151.wav,3,1
4161,HVSA,2,152,HVSA_2_152.wav,3,1
4162,HVSA,2,153,HVSA_2_153.wav,2,
4163,HVSA,2,154,HVSA_2_154.wav,2,
4164,HVSA,2,155,HVSA_2_155.wav,1,
4165,HVSA,2,156,HVSA_2_156.wav,3,1
4166,HVSA,2,157,HVSA_2_157.wav,2,
4169,HVSA,2,160,HVSA_2_160.wav,2,
4170,HVSA,2,161,HVSA_2_161.wav,1,
4172,HVSA,2,163,HVSA_2_163.wav,3,1
4177,HVSA,2,168,HVSA_2_168.wav,2,1
4179,HVSA,2,170,HVSA_2_170.wav,3,1
4180,HVSA,2,171,HVSA_2_171.wav,2,1
4181,HVSA,2,172,HVSA_2_172.wav,3,1
4182,HVSA,2,173,HVSA_2_173.wav,3,1
4185,HVSA,2,176,HVSA_2_176.wav,1,1
4187,HVSA,2,178,HVSA_2_178.wav,2,1
4188,HVSA,2,179,HVSA_2_179.wav,1,1
4189,HVSA,2,180,HVSA_2_180.wav,1,
4190,HVSA,2,181,HVSA_2_181.wav,3,1
4191,HVSA,2,182,HVSA_2_182.wav,2,1
4194,HVSA,2,185,HVSA_2_185.wav,3,1
4195,HVSA,2,186,HVSA_2_186.wav,3,1
4199,HVSA,2,190,HVSA_2_190.wav,3,1
4201,HVSA,2,192,HVSA_2_192.wav,1,
4202,HVSA,2,193,HVSA_2_193.wav,2,
4205,HVSA,2,196,HVSA_2_196.wav,3,1
4206,HVSA,2,197,HVSA_2_197.wav,2,1
4207,HVSA,2,198,HVSA_2_198.wav,2,
4209,HVSA,3,0,HVSA_3_0.wav,1,1
4214,HVSA,3,5,HVSA_3_5.wav,3,1
4219,HVSA,3,10,HVSA_3_10.wav,1,1
4224,HVSA,3,15,HVSA_3_15.wav,3,1
4226,HVSA,3,17,HVSA_3_17.wav,1,
4227,HVSA,3,18,HVSA_3_18.wav,2,1
4229,HVSA,3,20,HVSA_3_20.wav,1,1
4231,HVSA,3,22,HVSA_3_22.wav,3,
4235,HVSA,3,26,HVSA_3_26.wav,2,1
4236,HVSA,3,27,HVSA_3_27.wav,1,1
4237,HVSA,3,28,HVSA_3_28.wav,3,
4239,HVSA,3,30,HVSA_3_30.wav,1,
4240,HVSA,3,31,HVSA_3_31.wav,3,1
4244,HVSA,3,35,HVSA_3_35.wav,1,
4248,HVSA,3,39,HVSA_3_39.wav,2,
4249,HVSA,3,40,HVSA_3_40.wav,1,
4252,HVSA,3,43,HVSA_3_43.wav,2,
4255,HVSA,3,46,HVSA_3_46.wav,1,1
4256,HVSA,3,47,HVSA_3_47.wav,3,1
4259,HVSA,3,50,HVSA_3_50.wav,3,1
4260,HVSA,3,51,HVSA_3_51.wav,1,
4268,HVSA,3,59,HVSA_3_59.wav,3,1
4271,HVSA,3,62,HVSA_3_62.wav,1,
4272,HVSA,3,63,HVSA_3_63.wav,2,
4273,HVSA,3,64,HVSA_3_64.wav,1,
4274,HVSA,3,65,HVSA_3_65.wav,2,
4276,HVSA,3,67,HVSA_3_67.wav,1,1
4280,HVSA,3,71,HVSA_3_71.wav,2,1
4283,HVSA,3,74,HVSA_3_74.wav,1,
4284,HVSA,3,75,HVSA_3_75.wav,3,1
4286,HVSA,3,77,HVSA_3_77.wav,1,
4287,HVSA,3,78,HVSA_3_78.wav,3,1
4289,HVSA,3,80,HVSA_3_80.wav,1,
4297,HVSA,3,88,HVSA_3_88.wav,2,1
4300,HVSA,3,91,HVSA_3_91.wav,3,1
4301,HVSA,3,92,HVSA_3_92.wav,3,1
4302,HVSA,3,93,HVSA_3_93.wav,3,
4304,HVSA,3,95,HVSA_3_95.wav,2,
4305,HVSA,3,96,HVSA_3_96.wav,2,
4306,HVSA,3,97,HVSA_3_97.wav,3,1
4308,HVSA,3,99,HVSA_3_99.wav,3,1
4311,HVSA,3,102,HVSA_3_102.wav,2,1
4314,HVSA,3,105,HVSA_3_105.wav,1,
4315,HVSA,3,106,HVSA_3_106.wav,3,1
4316,HVSA,3,107,HVSA_3_107.wav,1,
4323,HVSA,3,114,HVSA_3_114.wav,1,
4330,HVSA,3,121,HVSA_3_121.wav,2,1
4332,HVSA,3,123,HVSA_3_123.wav,3,1
4334,HVSA,3,125,HVSA_3_125.wav,3,1
4335,HVSA,3,126,HVSA_3_126.wav,1,
4337,HVSA,3,128,HVSA_3_128.wav,1,
4341,HVSA,3,132,HVSA_3_132.wav,3,
4342,HVSA,3,133,HVSA_3_133.wav,3,1
4345,HVSA,3,136,HVSA_3_136.wav,1,
4346,HVSA,3,137,HVSA_3_137.wav,3,1
4348,HVSA,3,139,HVSA_3_139.wav,3,1
4350,HVSA,3,141,HVSA_3_141.wav,3,1
4354,HVSA,3,145,HVSA_3_145.wav,1,
4364,HVSA,3,155,HVSA_3_155.wav,3,1
4366,HVSA,3,157,HVSA_3_157.wav,1,
4368,HVSA,3,159,HVSA_3_159.wav,1,
4374,HVSA,3,165,HVSA_3_165.wav,3,1
4377,HVSA,3,168,HVSA_3_168.wav,3,1
4380,HVSA,3,171,HVSA_3_171.wav,1,1
4384,HVSA,3,175,HVSA_3_175.wav,3,1
4385,HVSA,3,176,HVSA_3_176.wav,2,1
4386,HVSA,3,177,HVSA_3_177.wav,2,1
4389,HVSA,3,180,HVSA_3_180.wav,3,1
4391,HVSA,3,182,HVSA_3_182.wav,3,1
4394,HVSA,3,185,HVSA_3_185.wav,3,1
4396,HVSA,3,187,HVSA_3_187.wav,3,1
4398,HVSA,3,189,HVSA_3_189.wav,3,1
4399,HVSA,3,190,HVSA_3_190.wav,2,
4401,HVSA,3,192,HVSA_3_192.wav,1,1
4402,HVSA,3,193,HVSA_3_193.wav,2,1
4404,HVSA,3,195,HVSA_3_195.wav,3,1
4408,HVSA,3,199,HVSA_3_199.wav,1,
4409,HVSA,3,200,HVSA_3_200.wav,1,
4412,HVSA,3,203,HVSA_3_203.wav,1,
4418,HVSA,3,209,HVSA_3_209.wav,3,1
4421,IStutterSoWhat,0,1,IStutterSoWhat_0_1.wav,1,
4422,IStutterSoWhat,0,2,IStutterSoWhat_0_2.wav,1,
4423,IStutterSoWhat,0,3,IStutterSoWhat_0_3.wav,1,
4432,IStutterSoWhat,0,12,IStutterSoWhat_0_12.wav,2,
4439,IStutterSoWhat,0,19,IStutterSoWhat_0_19.wav,2,1
4440,IStutterSoWhat,0,20,IStutterSoWhat_0_20.wav,1,
4443,IStutterSoWhat,0,23,IStutterSoWhat_0_23.wav,3,1
4444,IStutterSoWhat,0,24,IStutterSoWhat_0_24.wav,3,1
4445,IStutterSoWhat,0,25,IStutterSoWhat_0_25.wav,1,
4446,IStutterSoWhat,0,26,IStutterSoWhat_0_26.wav,1,
4448,IStutterSoWhat,0,28,IStutterSoWhat_0_28.wav,1,
4450,IStutterSoWhat,0,30,IStutterSoWhat_0_30.wav,1,
4454,IStutterSoWhat,0,34,IStutterSoWhat_0_34.wav,1,
4457,IStutterSoWhat,0,37,IStutterSoWhat_0_37.wav,2,1
4459,IStutterSoWhat,0,39,IStutterSoWhat_0_39.wav,1,
4461,IStutterSoWhat,0,41,IStutterSoWhat_0_41.wav,3,1
4462,IStutterSoWhat,0,42,IStutterSoWhat_0_42.wav,3,1
4464,IStutterSoWhat,0,44,IStutterSoWhat_0_44.wav,2,1
4471,IStutterSoWhat,0,51,IStutterSoWhat_0_51.wav,3,
4476,IStutterSoWhat,0,56,IStutterSoWhat_0_56.wav,1,
4480,IStutterSoWhat,0,60,IStutterSoWhat_0_60.wav,1,
